"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN099999901","PORT BLAIR, IN","2011-11-15","82","89","78"
"IN099999901","PORT BLAIR, IN","2011-11-16","82","90",
"IN099999901","PORT BLAIR, IN","2011-11-17","83","91",
"IN099999901","PORT BLAIR, IN","2011-11-18","83","91","77"
"IN099999901","PORT BLAIR, IN","2011-11-19","83","91","77"
"IN099999901","PORT BLAIR, IN","2011-11-20","84","90","79"
"IN099999901","PORT BLAIR, IN","2011-11-21","84","91","80"
"IN099999901","PORT BLAIR, IN","2011-11-22","84","92","80"
"IN099999901","PORT BLAIR, IN","2011-11-23","84","90","80"
"IN099999901","PORT BLAIR, IN","2011-11-24","81","88","73"
"IN099999901","PORT BLAIR, IN","2011-11-25","83","88","78"
"IN099999901","PORT BLAIR, IN","2011-11-26","83","89","80"
"IN099999901","PORT BLAIR, IN","2011-11-27","83","91","79"
"IN099999901","PORT BLAIR, IN","2011-11-28","82","89",
"IN099999901","PORT BLAIR, IN","2011-11-29","81","90","77"
"IN099999901","PORT BLAIR, IN","2011-11-30","80","88",
"IN099999901","PORT BLAIR, IN","2011-12-01","81","88","72"
"IN099999901","PORT BLAIR, IN","2011-12-02","77","81",
"IN099999901","PORT BLAIR, IN","2011-12-03","79","87","74"
"IN099999901","PORT BLAIR, IN","2011-12-04","81","91","75"
"IN099999901","PORT BLAIR, IN","2011-12-05","81",,"74"
"IN099999901","PORT BLAIR, IN","2011-12-06","80","88","73"
"IN099999901","PORT BLAIR, IN","2011-12-07","80","87","75"
"IN099999901","PORT BLAIR, IN","2011-12-08","82","88","76"
"IN099999901","PORT BLAIR, IN","2011-12-09","80","87","76"
"IN099999901","PORT BLAIR, IN","2011-12-10","82","87","76"
"IN099999901","PORT BLAIR, IN","2011-12-11","81","88",
"IN099999901","PORT BLAIR, IN","2011-12-12","81","87",
"IN099999901","PORT BLAIR, IN","2011-12-13","80","86","77"
"IN099999901","PORT BLAIR, IN","2011-12-14","80","87","77"
"IN099999901","PORT BLAIR, IN","2011-12-15","81","87","74"
"IN099999901","PORT BLAIR, IN","2011-12-16","82","89","78"
"IN099999901","PORT BLAIR, IN","2011-12-17","81","89",
"IN099999901","PORT BLAIR, IN","2011-12-18","82","88","79"
"IN099999901","PORT BLAIR, IN","2011-12-19","81","87",
"IN099999901","PORT BLAIR, IN","2011-12-20","80","89",
"IN099999901","PORT BLAIR, IN","2011-12-21","81","89","73"
"IN099999901","PORT BLAIR, IN","2011-12-22","82","89","78"
"IN099999901","PORT BLAIR, IN","2011-12-23","82","87","80"
"IN099999901","PORT BLAIR, IN","2011-12-24","81","84",
"IN099999901","PORT BLAIR, IN","2011-12-25","80","83","76"
"IN099999901","PORT BLAIR, IN","2011-12-26","78",,"75"
"IN099999901","PORT BLAIR, IN","2011-12-27","79","83","74"
"IN099999901","PORT BLAIR, IN","2011-12-28","80","86",
"IN099999901","PORT BLAIR, IN","2011-12-29","81","86","77"
"IN099999901","PORT BLAIR, IN","2011-12-30","81","88","77"
"IN099999901","PORT BLAIR, IN","2011-12-31","81","88","78"
"IN099999901","PORT BLAIR, IN","2012-01-01","81","88","78"
"IN099999901","PORT BLAIR, IN","2012-01-02","82","89","78"
"IN099999901","PORT BLAIR, IN","2012-01-03","81","87","79"
"IN099999901","PORT BLAIR, IN","2012-01-04","82","87","79"
"IN099999901","PORT BLAIR, IN","2012-01-05","82","87","79"
"IN099999901","PORT BLAIR, IN","2012-01-06","81","88","78"
"IN099999901","PORT BLAIR, IN","2012-01-07","82","89","78"
"IN099999901","PORT BLAIR, IN","2012-01-08","81","89","77"
"IN099999901","PORT BLAIR, IN","2012-01-09","81","89","77"
"IN099999901","PORT BLAIR, IN","2012-01-10","81","88","77"
"IN099999901","PORT BLAIR, IN","2012-01-11","81","89","77"
"IN099999901","PORT BLAIR, IN","2012-01-12","81","88",
"IN099999901","PORT BLAIR, IN","2012-01-13","77","87",
"IN099999901","PORT BLAIR, IN","2012-01-14","76","81","72"
"IN099999901","PORT BLAIR, IN","2012-01-15","76","84",
"IN099999901","PORT BLAIR, IN","2012-01-16","76","84","69"
"IN099999901","PORT BLAIR, IN","2012-01-17","77","85","69"
"IN099999901","PORT BLAIR, IN","2012-01-18","76","86","70"
"IN099999901","PORT BLAIR, IN","2012-01-19","76","87","68"
"IN099999901","PORT BLAIR, IN","2012-01-20","77","86","69"
"IN099999901","PORT BLAIR, IN","2012-01-21","77","86","70"
"IN099999901","PORT BLAIR, IN","2012-01-22","78","87","69"
"IN099999901","PORT BLAIR, IN","2012-01-23","77","86","70"
"IN099999901","PORT BLAIR, IN","2012-01-24","78","86","69"
"IN099999901","PORT BLAIR, IN","2012-01-25","79","87","72"
"IN099999901","PORT BLAIR, IN","2012-01-26","78","86","73"
"IN099999901","PORT BLAIR, IN","2012-01-27","78","86","70"
"IN099999901","PORT BLAIR, IN","2012-01-28","78","86","69"
"IN099999901","PORT BLAIR, IN","2012-01-29","78","87","70"
"IN099999901","PORT BLAIR, IN","2012-01-30","78","87","69"
"IN099999901","PORT BLAIR, IN","2012-01-31","79","86","74"
"IN099999901","PORT BLAIR, IN","2012-02-01","77","82",
"IN099999901","PORT BLAIR, IN","2012-02-02","76","79","72"
"IN099999901","PORT BLAIR, IN","2012-02-03","80","87","75"
"IN099999901","PORT BLAIR, IN","2012-02-04","81","87","75"
"IN099999901","PORT BLAIR, IN","2012-02-05","80","88",
"IN099999901","PORT BLAIR, IN","2012-02-06","80","89",
"IN099999901","PORT BLAIR, IN","2012-02-07","79","88","73"
"IN099999901","PORT BLAIR, IN","2012-02-08","79","86","72"
"IN099999901","PORT BLAIR, IN","2012-02-09","80","87","73"
"IN099999901","PORT BLAIR, IN","2012-02-10","80","87","74"
"IN099999901","PORT BLAIR, IN","2012-02-11","81",,"75"
"IN099999901","PORT BLAIR, IN","2012-02-12","81","88","76"
"IN099999901","PORT BLAIR, IN","2012-02-13","81","89",
"IN099999901","PORT BLAIR, IN","2012-02-14","79","88",
"IN099999901","PORT BLAIR, IN","2012-02-15","79","90","71"
"IN099999901","PORT BLAIR, IN","2012-02-16","80","92","69"
"IN099999901","PORT BLAIR, IN","2012-02-17","79","88","73"
"IN099999901","PORT BLAIR, IN","2012-02-18","80",,"74"
"IN099999901","PORT BLAIR, IN","2012-02-19","80","88","74"
"IN099999901","PORT BLAIR, IN","2012-02-20","80","89","71"
"IN099999901","PORT BLAIR, IN","2012-02-21","78","88",
"IN099999901","PORT BLAIR, IN","2012-02-22","77","89","67"
"IN099999901","PORT BLAIR, IN","2012-02-23","78","88","68"
"IN099999901","PORT BLAIR, IN","2012-02-24","79","88","71"
"IN099999901","PORT BLAIR, IN","2012-02-25","80","90","72"
"IN099999901","PORT BLAIR, IN","2012-02-26","81",,"74"
"IN099999901","PORT BLAIR, IN","2012-02-27","83","90","76"
"IN099999901","PORT BLAIR, IN","2012-02-28","82","90","75"
"IN099999901","PORT BLAIR, IN","2012-02-29","82","91","76"
"IN099999901","PORT BLAIR, IN","2012-03-01","81","90","75"
"IN099999901","PORT BLAIR, IN","2012-03-02","80","89","73"
"IN099999901","PORT BLAIR, IN","2012-03-03","80","90","72"
"IN099999901","PORT BLAIR, IN","2012-03-04","82","89","72"
"IN099999901","PORT BLAIR, IN","2012-03-05","80","88","73"
"IN099999901","PORT BLAIR, IN","2012-03-06","80","90","72"
"IN099999901","PORT BLAIR, IN","2012-03-07","80","89","71"
"IN099999901","PORT BLAIR, IN","2012-03-08","80","89","74"
"IN099999901","PORT BLAIR, IN","2012-03-09","81","92","73"
"IN099999901","PORT BLAIR, IN","2012-03-10","81","88","75"
"IN099999901","PORT BLAIR, IN","2012-03-11","81","88","77"
"IN099999901","PORT BLAIR, IN","2012-03-12","82","90",
"IN099999901","PORT BLAIR, IN","2012-03-13","82","90","76"
"IN099999901","PORT BLAIR, IN","2012-03-14","83","93","76"
"IN099999901","PORT BLAIR, IN","2012-03-15","82","92",
"IN099999901","PORT BLAIR, IN","2012-03-16","82","92","75"
"IN099999901","PORT BLAIR, IN","2012-03-17","81","93","74"
"IN099999901","PORT BLAIR, IN","2012-03-18","81","91","72"
"IN099999901","PORT BLAIR, IN","2012-03-19","79","90",
"IN099999901","PORT BLAIR, IN","2012-03-20","80","93","69"
"IN099999901","PORT BLAIR, IN","2012-03-21","80","90","72"
"IN099999901","PORT BLAIR, IN","2012-03-22","81","90","72"
"IN099999901","PORT BLAIR, IN","2012-03-23","80","90","73"
"IN099999901","PORT BLAIR, IN","2012-03-24","81","90","73"
"IN099999901","PORT BLAIR, IN","2012-03-25","80","88","73"
"IN099999901","PORT BLAIR, IN","2012-03-26","81","90","73"
"IN099999901","PORT BLAIR, IN","2012-03-27","82","90","75"
"IN099999901","PORT BLAIR, IN","2012-03-28","83","90","75"
"IN099999901","PORT BLAIR, IN","2012-03-29","82","90","76"
"IN099999901","PORT BLAIR, IN","2012-03-30","82","92","77"
"IN099999901","PORT BLAIR, IN","2012-03-31","82","93","76"
"IN099999901","PORT BLAIR, IN","2012-04-01","82","90","76"
"IN099999901","PORT BLAIR, IN","2012-04-02","81","91","76"
"IN099999901","PORT BLAIR, IN","2012-04-03","83","94","75"
"IN099999901","PORT BLAIR, IN","2012-04-04","83","92","75"
"IN099999901","PORT BLAIR, IN","2012-04-05","82","89","76"
"IN099999901","PORT BLAIR, IN","2012-04-06","82","91","76"
"IN099999901","PORT BLAIR, IN","2012-04-07","83","90","77"
"IN099999901","PORT BLAIR, IN","2012-04-08","83","91",
"IN099999901","PORT BLAIR, IN","2012-04-09","84","92","77"
"IN099999901","PORT BLAIR, IN","2012-04-10","84","92","79"
"IN099999901","PORT BLAIR, IN","2012-04-11","80","89","74"
"IN099999901","PORT BLAIR, IN","2012-04-12","83","91","76"
"IN099999901","PORT BLAIR, IN","2012-04-13","84","91","76"
"IN099999901","PORT BLAIR, IN","2012-04-14","83","91","77"
"IN099999901","PORT BLAIR, IN","2012-04-15","84","91",
"IN099999901","PORT BLAIR, IN","2012-04-16","83","92","78"
"IN099999901","PORT BLAIR, IN","2012-04-17","84","92","77"
"IN099999901","PORT BLAIR, IN","2012-04-18","82","91",
"IN099999901","PORT BLAIR, IN","2012-04-19","85","92","77"
"IN099999901","PORT BLAIR, IN","2012-04-20","81","91",
"IN099999901","PORT BLAIR, IN","2012-04-21","84","94","77"
"IN099999901","PORT BLAIR, IN","2012-04-22","85","95","78"
"IN099999901","PORT BLAIR, IN","2012-04-23","85","94","80"
"IN099999901","PORT BLAIR, IN","2012-04-24","83","95","78"
"IN099999901","PORT BLAIR, IN","2012-04-25","86","96","78"
"IN099999901","PORT BLAIR, IN","2012-04-26","85","97","78"
"IN099999901","PORT BLAIR, IN","2012-04-27","86","98",
"IN099999901","PORT BLAIR, IN","2012-04-28","85","97","79"
"IN099999901","PORT BLAIR, IN","2012-04-29","81","93",
"IN099999901","PORT BLAIR, IN","2012-04-30","80","92","76"
"IN099999901","PORT BLAIR, IN","2012-05-01","79","92","76"
"IN099999901","PORT BLAIR, IN","2012-05-02","78","88","74"
"IN099999901","PORT BLAIR, IN","2012-05-03","78","89",
"IN099999901","PORT BLAIR, IN","2012-05-04","78","87","73"
"IN099999901","PORT BLAIR, IN","2012-05-05","77","78","74"
"IN099999901","PORT BLAIR, IN","2012-05-06","79","86","74"
"IN099999901","PORT BLAIR, IN","2012-05-07","83","91","78"
"IN099999901","PORT BLAIR, IN","2012-05-08","84","92",
"IN099999901","PORT BLAIR, IN","2012-05-09","81","91","76"
"IN099999901","PORT BLAIR, IN","2012-05-10","83","92","77"
"IN099999901","PORT BLAIR, IN","2012-05-11","84","93","78"
"IN099999901","PORT BLAIR, IN","2012-05-12","83","93","77"
"IN099999901","PORT BLAIR, IN","2012-05-13","83","92","77"
"IN099999901","PORT BLAIR, IN","2012-05-14","83","92","79"
"IN099999901","PORT BLAIR, IN","2012-05-15","85","93","79"
"IN099999901","PORT BLAIR, IN","2012-05-16","84","92","80"
"IN099999901","PORT BLAIR, IN","2012-05-17","78","86",
"IN099999901","PORT BLAIR, IN","2012-05-18","80","87","73"
"IN099999901","PORT BLAIR, IN","2012-05-19","77","89",
"IN099999901","PORT BLAIR, IN","2012-05-20","82","91","74"
"IN099999901","PORT BLAIR, IN","2012-05-21","82","90","75"
"IN099999901","PORT BLAIR, IN","2012-05-22","81","92","75"
"IN099999901","PORT BLAIR, IN","2012-05-23","81","88","75"
"IN099999901","PORT BLAIR, IN","2012-05-24","78","89",
"IN099999901","PORT BLAIR, IN","2012-05-25","79","86","74"
"IN099999901","PORT BLAIR, IN","2012-05-26","76","83","73"
"IN099999901","PORT BLAIR, IN","2012-05-27","78","83","73"
"IN099999901","PORT BLAIR, IN","2012-05-28","81","86","75"
"IN099999901","PORT BLAIR, IN","2012-05-29","81","85","77"
"IN099999901","PORT BLAIR, IN","2012-05-30","81","87","76"
"IN099999901","PORT BLAIR, IN","2012-05-31","83","88","79"
"IN099999901","PORT BLAIR, IN","2012-06-01","83","88","80"
"IN099999901","PORT BLAIR, IN","2012-06-02","83","88","80"
"IN099999901","PORT BLAIR, IN","2012-06-03","84","88","80"
"IN099999901","PORT BLAIR, IN","2012-06-04","83","87",
"IN099999901","PORT BLAIR, IN","2012-06-05","81","86",
"IN099999901","PORT BLAIR, IN","2012-06-06","81","85","72"
"IN099999901","PORT BLAIR, IN","2012-06-07","77","83",
"IN099999901","PORT BLAIR, IN","2012-06-08","76","83","72"
"IN099999901","PORT BLAIR, IN","2012-06-09","77","81","72"
"IN099999901","PORT BLAIR, IN","2012-06-10","77","85",
"IN099999901","PORT BLAIR, IN","2012-06-11","77","83","74"
"IN099999901","PORT BLAIR, IN","2012-06-12","79","84","73"
"IN099999901","PORT BLAIR, IN","2012-06-13","81","87","76"
"IN099999901","PORT BLAIR, IN","2012-06-14","81","87",
"IN099999901","PORT BLAIR, IN","2012-06-15","80","86","76"
"IN099999901","PORT BLAIR, IN","2012-06-16","81","87","75"
"IN099999901","PORT BLAIR, IN","2012-06-17","81","85","77"
"IN099999901","PORT BLAIR, IN","2012-06-18","83","87","78"
"IN099999901","PORT BLAIR, IN","2012-06-19","83","87","80"
"IN099999901","PORT BLAIR, IN","2012-06-20","83","88","81"
"IN099999901","PORT BLAIR, IN","2012-06-21","82","88",
"IN099999901","PORT BLAIR, IN","2012-06-22","82","87","77"
"IN099999901","PORT BLAIR, IN","2012-06-23","81","88",
"IN099999901","PORT BLAIR, IN","2012-06-24","82","87","75"
"IN099999901","PORT BLAIR, IN","2012-06-25","78","86",
"IN099999901","PORT BLAIR, IN","2012-06-26","81","86","75"
"IN099999901","PORT BLAIR, IN","2012-06-27","82","88","73"
"IN099999901","PORT BLAIR, IN","2012-06-28","81","86",
"IN099999901","PORT BLAIR, IN","2012-06-29","81","85","78"
"IN099999901","PORT BLAIR, IN","2012-06-30","82","86","79"
"IN099999901","PORT BLAIR, IN","2012-07-01","82","86","79"
"IN099999901","PORT BLAIR, IN","2012-07-02","82","87","79"
"IN099999901","PORT BLAIR, IN","2012-07-03","82","88","78"
"IN099999901","PORT BLAIR, IN","2012-07-04","82","89","78"
"IN099999901","PORT BLAIR, IN","2012-07-05","82","88","79"
"IN099999901","PORT BLAIR, IN","2012-07-06","82","89","79"
"IN099999901","PORT BLAIR, IN","2012-07-07","79","85","73"
"IN099999901","PORT BLAIR, IN","2012-07-08","79","87","75"
"IN099999901","PORT BLAIR, IN","2012-07-09","79","85","72"
"IN099999901","PORT BLAIR, IN","2012-07-10","79","85","76"
"IN099999901","PORT BLAIR, IN","2012-07-11","79","89","76"
"IN099999901","PORT BLAIR, IN","2012-07-12","79","89","75"
"IN099999901","PORT BLAIR, IN","2012-07-13","78","87","75"
"IN099999901","PORT BLAIR, IN","2012-07-14","78","86","74"
"IN099999901","PORT BLAIR, IN","2012-07-15","80","87","74"
"IN099999901","PORT BLAIR, IN","2012-07-16","82","89","77"
"IN099999901","PORT BLAIR, IN","2012-07-17","82","87","78"
"IN099999901","PORT BLAIR, IN","2012-07-18","78","86",
"IN099999901","PORT BLAIR, IN","2012-07-19","80","86","73"
"IN099999901","PORT BLAIR, IN","2012-07-20","82","87","73"
"IN099999901","PORT BLAIR, IN","2012-07-21","81","88","78"
"IN099999901","PORT BLAIR, IN","2012-07-22","82","88","78"
"IN099999901","PORT BLAIR, IN","2012-07-23","82","87","77"
"IN099999901","PORT BLAIR, IN","2012-07-24","82","88","78"
"IN099999901","PORT BLAIR, IN","2012-07-25","81","86","76"
"IN099999901","PORT BLAIR, IN","2012-07-26","81","87","78"
"IN099999901","PORT BLAIR, IN","2012-07-27","81","87","75"
"IN099999901","PORT BLAIR, IN","2012-07-28","82","86","78"
"IN099999901","PORT BLAIR, IN","2012-07-29","81","87","76"
"IN099999901","PORT BLAIR, IN","2012-07-30","83","88","79"
"IN099999901","PORT BLAIR, IN","2012-07-31","82","86","79"
"IN099999901","PORT BLAIR, IN","2012-08-01","82","87","78"
"IN099999901","PORT BLAIR, IN","2012-08-02","82","87","80"
"IN099999901","PORT BLAIR, IN","2012-08-03","82","87","78"
"IN099999901","PORT BLAIR, IN","2012-08-04","82","87",
"IN099999901","PORT BLAIR, IN","2012-08-05","82","87","79"
"IN099999901","PORT BLAIR, IN","2012-08-06","81","87",
"IN099999901","PORT BLAIR, IN","2012-08-07","81","87","76"
"IN099999901","PORT BLAIR, IN","2012-08-08","81","90","78"
"IN099999901","PORT BLAIR, IN","2012-08-09","82","88","78"
"IN099999901","PORT BLAIR, IN","2012-08-10","82","88",
"IN099999901","PORT BLAIR, IN","2012-08-11","79","88",
"IN099999901","PORT BLAIR, IN","2012-08-12","81","85","75"
"IN099999901","PORT BLAIR, IN","2012-08-13","81","86","77"
"IN099999901","PORT BLAIR, IN","2012-08-14","81","88",
"IN099999901","PORT BLAIR, IN","2012-08-15","81","86","75"
"IN099999901","PORT BLAIR, IN","2012-08-16","82","88",
"IN099999901","PORT BLAIR, IN","2012-08-17","81","88","77"
"IN099999901","PORT BLAIR, IN","2012-08-18","81","88","76"
"IN099999901","PORT BLAIR, IN","2012-08-19","80","85",
"IN099999901","PORT BLAIR, IN","2012-08-20","79","88","77"
"IN099999901","PORT BLAIR, IN","2012-08-21","76","85",
"IN099999901","PORT BLAIR, IN","2012-08-22","79","89","73"
"IN099999901","PORT BLAIR, IN","2012-08-23","80","89","76"
"IN099999901","PORT BLAIR, IN","2012-08-24","77","82","74"
"IN099999901","PORT BLAIR, IN","2012-08-25","77","81","71"
"IN099999901","PORT BLAIR, IN","2012-08-26","78","82","74"
"IN099999901","PORT BLAIR, IN","2012-08-27","78","84","75"
"IN099999901","PORT BLAIR, IN","2012-08-28","77","85",
"IN099999901","PORT BLAIR, IN","2012-08-29","77","83","74"
"IN099999901","PORT BLAIR, IN","2012-08-30","77","86","73"
"IN099999901","PORT BLAIR, IN","2012-08-31","78","83","73"
"IN099999901","PORT BLAIR, IN","2012-09-01","79","84","77"
"IN099999901","PORT BLAIR, IN","2012-09-02","79","83","74"
"IN099999901","PORT BLAIR, IN","2012-09-03","80","86","77"
"IN099999901","PORT BLAIR, IN","2012-09-04","79","87","76"
"IN099999901","PORT BLAIR, IN","2012-09-05","82","89","75"
"IN099999901","PORT BLAIR, IN","2012-09-06","76","84",
"IN099999901","PORT BLAIR, IN","2012-09-07","76","82","73"
"IN099999901","PORT BLAIR, IN","2012-09-08","79","86","73"
"IN099999901","PORT BLAIR, IN","2012-09-09","78","84","74"
"IN099999901","PORT BLAIR, IN","2012-09-10","75","78","72"
"IN099999901","PORT BLAIR, IN","2012-09-11","78","87","74"
"IN099999901","PORT BLAIR, IN","2012-09-12","78","84","73"
"IN099999901","PORT BLAIR, IN","2012-09-13","76","84","73"
"IN099999901","PORT BLAIR, IN","2012-09-14","78","83","74"
"IN099999901","PORT BLAIR, IN","2012-09-15","75",,"72"
"IN099999901","PORT BLAIR, IN","2012-09-16","77","84","74"
"IN099999901","PORT BLAIR, IN","2012-09-17","78","85","73"
"IN099999901","PORT BLAIR, IN","2012-09-18","75","80","72"
"IN099999901","PORT BLAIR, IN","2012-09-19","77","86","74"
"IN099999901","PORT BLAIR, IN","2012-09-20","78","87","74"
"IN099999901","PORT BLAIR, IN","2012-09-21","79","86","75"
"IN099999901","PORT BLAIR, IN","2012-09-22","77","86",
"IN099999901","PORT BLAIR, IN","2012-09-23","77","85","74"
"IN099999901","PORT BLAIR, IN","2012-09-24","78","87","74"
"IN099999901","PORT BLAIR, IN","2012-09-25","78","86","74"
"IN099999901","PORT BLAIR, IN","2012-09-26","79","85","75"
"IN099999901","PORT BLAIR, IN","2012-09-27","78","84",
"IN099999901","PORT BLAIR, IN","2012-09-28","77","85",
"IN099999901","PORT BLAIR, IN","2012-09-29","77","84","72"
"IN099999901","PORT BLAIR, IN","2012-09-30","76","83","75"
"IN099999901","PORT BLAIR, IN","2012-10-01","79","89","73"
"IN099999901","PORT BLAIR, IN","2012-10-02","81","90","75"
"IN099999901","PORT BLAIR, IN","2012-10-03","80","90","74"
"IN099999901","PORT BLAIR, IN","2012-10-04","80","89","76"
"IN099999901","PORT BLAIR, IN","2012-10-05","82","90","77"
"IN099999901","PORT BLAIR, IN","2012-10-06","81","89","75"
"IN099999901","PORT BLAIR, IN","2012-10-07","77","83","74"
"IN099999901","PORT BLAIR, IN","2012-10-08","80","89","74"
"IN099999901","PORT BLAIR, IN","2012-10-09","76","84","75"
"IN099999901","PORT BLAIR, IN","2012-10-10","78","88","74"
"IN099999901","PORT BLAIR, IN","2012-10-11","80","88","74"
"IN099999901","PORT BLAIR, IN","2012-10-12","80","88","76"
"IN099999901","PORT BLAIR, IN","2012-10-13","79","88","76"
"IN099999901","PORT BLAIR, IN","2012-10-14","78","88","75"
"IN099999901","PORT BLAIR, IN","2012-10-15","81","88","74"
"IN099999901","PORT BLAIR, IN","2012-10-16","81","88","74"
"IN099999901","PORT BLAIR, IN","2012-10-17","82","88","76"
"IN099999901","PORT BLAIR, IN","2012-10-18","82","90","77"
"IN099999901","PORT BLAIR, IN","2012-10-19","81","88","74"
"IN099999901","PORT BLAIR, IN","2012-10-20","82","88","79"
"IN099999901","PORT BLAIR, IN","2012-10-21","84","90","78"
"IN099999901","PORT BLAIR, IN","2012-10-22","83","90",
"IN099999901","PORT BLAIR, IN","2012-10-23","82","89","76"
"IN099999901","PORT BLAIR, IN","2012-10-24","81","91","77"
"IN099999901","PORT BLAIR, IN","2012-10-25","80","88",
"IN099999901","PORT BLAIR, IN","2012-10-26","78","81","74"
"IN099999901","PORT BLAIR, IN","2012-10-27","81","87","75"
"IN099999901","PORT BLAIR, IN","2012-10-28","82","88","78"
"IN099999901","PORT BLAIR, IN","2012-10-29","82","88","78"
"IN099999901","PORT BLAIR, IN","2012-10-30","82","89","78"
"IN099999901","PORT BLAIR, IN","2012-10-31","82","88",
"IN099999901","PORT BLAIR, IN","2012-11-01","82","90",
"IN099999901","PORT BLAIR, IN","2012-11-02","81","88","74"
"IN099999901","PORT BLAIR, IN","2012-11-03","81","87","77"
"IN099999901","PORT BLAIR, IN","2012-11-04","81","91","76"
"IN099999901","PORT BLAIR, IN","2012-11-05","81","90","76"
"IN099999901","PORT BLAIR, IN","2012-11-06","83","89","76"
"IN099999901","PORT BLAIR, IN","2012-11-07","82","91","78"
"IN099999901","PORT BLAIR, IN","2012-11-08","82","90","77"
"IN099999901","PORT BLAIR, IN","2012-11-09","82","91","77"
"IN099999901","PORT BLAIR, IN","2012-11-10","83","90","77"
"IN099999901","PORT BLAIR, IN","2012-11-11","84","91","79"
"IN099999901","PORT BLAIR, IN","2012-11-12","83","90","78"
"IN099999901","PORT BLAIR, IN","2012-11-13","78","87","76"
"IN099999901","PORT BLAIR, IN","2012-11-14","78","83","73"
"IN099999901","PORT BLAIR, IN","2012-11-15","78","86","74"
"IN099999901","PORT BLAIR, IN","2012-11-16","77","85","75"
"IN099999901","PORT BLAIR, IN","2012-11-17","80","88","74"
"IN099999901","PORT BLAIR, IN","2012-11-18","82","91","76"
"IN099999901","PORT BLAIR, IN","2012-11-19","81","91","75"
"IN099999901","PORT BLAIR, IN","2012-11-20","80","87","76"
"IN099999901","PORT BLAIR, IN","2012-11-21","82","89","76"
"IN099999901","PORT BLAIR, IN","2012-11-22","80","87","75"
"IN099999901","PORT BLAIR, IN","2012-11-23","82","88","75"
"IN099999901","PORT BLAIR, IN","2012-11-24","80","86","76"
"IN099999901","PORT BLAIR, IN","2012-11-25","80","89","76"
"IN099999901","PORT BLAIR, IN","2012-11-26","78","87","76"
"IN099999901","PORT BLAIR, IN","2012-11-27","77","82","73"
"IN099999901","PORT BLAIR, IN","2012-11-28","80","87","76"
"IN099999901","PORT BLAIR, IN","2012-11-29","78","83","76"
"IN099999901","PORT BLAIR, IN","2012-11-30","79","87","76"
"IN099999901","PORT BLAIR, IN","2012-12-01","80","88","76"
"IN099999901","PORT BLAIR, IN","2012-12-02","77","81","75"
"IN099999901","PORT BLAIR, IN","2012-12-03","81","86","76"
"IN099999901","PORT BLAIR, IN","2012-12-04","83","88","79"
"IN099999901","PORT BLAIR, IN","2012-12-05","83","88","80"
"IN099999901","PORT BLAIR, IN","2012-12-06","83","90",
"IN099999901","PORT BLAIR, IN","2012-12-07","79","88",
"IN099999901","PORT BLAIR, IN","2012-12-08","77","87","69"
"IN099999901","PORT BLAIR, IN","2012-12-09","78","87","70"
"IN099999901","PORT BLAIR, IN","2012-12-10","78","87","70"
"IN099999901","PORT BLAIR, IN","2012-12-11","78","87","71"
"IN099999901","PORT BLAIR, IN","2012-12-12","80","88","71"
"IN099999901","PORT BLAIR, IN","2012-12-13","81","88","73"
"IN099999901","PORT BLAIR, IN","2012-12-14","83","90",
"IN099999901","PORT BLAIR, IN","2012-12-15","82","90",
"IN099999901","PORT BLAIR, IN","2012-12-16","80","86","74"
"IN099999901","PORT BLAIR, IN","2012-12-17","81","89","78"
"IN099999901","PORT BLAIR, IN","2012-12-18","82","90","76"
"IN099999901","PORT BLAIR, IN","2012-12-19","81","89","77"
"IN099999901","PORT BLAIR, IN","2012-12-20","81","88","76"
"IN099999901","PORT BLAIR, IN","2012-12-21","82","89","78"
"IN099999901","PORT BLAIR, IN","2012-12-22","81","89","77"
"IN099999901","PORT BLAIR, IN","2012-12-23","78","84",
"IN099999901","PORT BLAIR, IN","2012-12-24","79","84","73"
"IN099999901","PORT BLAIR, IN","2012-12-25","79","82","72"
"IN099999901","PORT BLAIR, IN","2012-12-26","82","87","78"
"IN099999901","PORT BLAIR, IN","2012-12-27","83","87","78"
"IN099999901","PORT BLAIR, IN","2012-12-28","82","87","78"
"IN099999901","PORT BLAIR, IN","2012-12-29","82","89","79"
"IN099999901","PORT BLAIR, IN","2012-12-30","81","89","78"
"IN099999901","PORT BLAIR, IN","2012-12-31","81","88","75"
"IN099999901","PORT BLAIR, IN","2013-01-01","81","88","78"
"IN099999901","PORT BLAIR, IN","2013-01-02","80","85","78"
"IN099999901","PORT BLAIR, IN","2013-01-03","82","88","79"
"IN099999901","PORT BLAIR, IN","2013-01-04","81","88",
"IN099999901","PORT BLAIR, IN","2013-01-05","81","88","74"
"IN099999901","PORT BLAIR, IN","2013-01-06","82",,"79"
"IN099999901","PORT BLAIR, IN","2013-01-07","80","87","77"
"IN099999901","PORT BLAIR, IN","2013-01-08","80","88","77"
"IN099999901","PORT BLAIR, IN","2013-01-09","80","87",
"IN099999901","PORT BLAIR, IN","2013-01-10","79","86","72"
"IN099999901","PORT BLAIR, IN","2013-01-11","77","85",
"IN099999901","PORT BLAIR, IN","2013-01-12","76","86","70"
"IN099999901","PORT BLAIR, IN","2013-01-13","75","84","68"
"IN099999901","PORT BLAIR, IN","2013-01-14","75","85","66"
