"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN099999901","PORT BLAIR, IN","2006-04-16","85","91","77"
"IN099999901","PORT BLAIR, IN","2006-04-17","83","91",
"IN099999901","PORT BLAIR, IN","2006-04-18","84","91","77"
"IN099999901","PORT BLAIR, IN","2006-04-19","84","91","77"
"IN099999901","PORT BLAIR, IN","2006-04-20","83","88","77"
"IN099999901","PORT BLAIR, IN","2006-04-21","82","90",
"IN099999901","PORT BLAIR, IN","2006-04-22","83","90","76"
"IN099999901","PORT BLAIR, IN","2006-04-23","83","90",
"IN099999901","PORT BLAIR, IN","2006-04-24","79","82","74"
"IN099999901","PORT BLAIR, IN","2006-04-25","81","89","76"
"IN099999901","PORT BLAIR, IN","2006-04-26","81","86","76"
"IN099999901","PORT BLAIR, IN","2006-04-27","81","88","75"
"IN099999901","PORT BLAIR, IN","2006-04-28","82","85","76"
"IN099999901","PORT BLAIR, IN","2006-04-29","81","88","76"
"IN099999901","PORT BLAIR, IN","2006-04-30","80","87","72"
"IN099999901","PORT BLAIR, IN","2006-05-01","82","89","78"
"IN099999901","PORT BLAIR, IN","2006-05-02","83","90","76"
"IN099999901","PORT BLAIR, IN","2006-05-03","81","90","77"
"IN099999901","PORT BLAIR, IN","2006-05-04","82","89","76"
"IN099999901","PORT BLAIR, IN","2006-05-05","83","90","76"
"IN099999901","PORT BLAIR, IN","2006-05-06","83","90","76"
"IN099999901","PORT BLAIR, IN","2006-05-07","81","90","77"
"IN099999901","PORT BLAIR, IN","2006-05-08","83","90","77"
"IN099999901","PORT BLAIR, IN","2006-05-09","81","90","76"
"IN099999901","PORT BLAIR, IN","2006-05-10","82","89","72"
"IN099999901","PORT BLAIR, IN","2006-05-11","80","90","72"
"IN099999901","PORT BLAIR, IN","2006-05-12","79","88","71"
"IN099999901","PORT BLAIR, IN","2006-05-13","81","88","69"
"IN099999901","PORT BLAIR, IN","2006-05-14","82","89","71"
"IN099999901","PORT BLAIR, IN","2006-05-15","81","89","71"
"IN099999901","PORT BLAIR, IN","2006-05-16","81",,"70"
"IN099999901","PORT BLAIR, IN","2006-05-17","78","87",
"IN099999901","PORT BLAIR, IN","2006-05-18","80","86","71"
"IN099999901","PORT BLAIR, IN","2006-05-19","80","86","75"
"IN099999901","PORT BLAIR, IN","2006-05-20","80",,
"IN099999901","PORT BLAIR, IN","2006-05-21","81","86","73"
"IN099999901","PORT BLAIR, IN","2006-05-22","77","84",
"IN099999901","PORT BLAIR, IN","2006-05-23","76","82",
"IN099999901","PORT BLAIR, IN","2006-05-24","82","87","74"
"IN099999901","PORT BLAIR, IN","2006-05-25","83","88","79"
"IN099999901","PORT BLAIR, IN","2006-05-26","80","86",
"IN099999901","PORT BLAIR, IN","2006-05-27","80","87","74"
"IN099999901","PORT BLAIR, IN","2006-05-28","81","87","75"
"IN099999901","PORT BLAIR, IN","2006-05-29","81","89","77"
"IN099999901","PORT BLAIR, IN","2006-05-30","81","87","76"
"IN099999901","PORT BLAIR, IN","2006-05-31","81","87","75"
"IN099999901","PORT BLAIR, IN","2006-06-01","80","83",
"IN099999901","PORT BLAIR, IN","2006-06-02","79","86",
"IN099999901","PORT BLAIR, IN","2006-06-03","79","84","72"
"IN099999901","PORT BLAIR, IN","2006-06-04","80","86",
"IN099999901","PORT BLAIR, IN","2006-06-05","79","87","72"
"IN099999901","PORT BLAIR, IN","2006-06-06","81","86","74"
"IN099999901","PORT BLAIR, IN","2006-06-07","81","86","72"
"IN099999901","PORT BLAIR, IN","2006-06-08","78","86","73"
"IN099999901","PORT BLAIR, IN","2006-06-09","79","83","73"
"IN099999901","PORT BLAIR, IN","2006-06-10","80","85","74"
"IN099999901","PORT BLAIR, IN","2006-06-11","80","85","75"
"IN099999901","PORT BLAIR, IN","2006-06-12","81","87","77"
"IN099999901","PORT BLAIR, IN","2006-06-13","81","87","77"
"IN099999901","PORT BLAIR, IN","2006-06-14","78","83","74"
"IN099999901","PORT BLAIR, IN","2006-06-15","80","87","75"
"IN099999901","PORT BLAIR, IN","2006-06-16","81","87","75"
"IN099999901","PORT BLAIR, IN","2006-06-17","82","88","77"
"IN099999901","PORT BLAIR, IN","2006-06-18","79","87",
"IN099999901","PORT BLAIR, IN","2006-06-19","78","84","74"
"IN099999901","PORT BLAIR, IN","2006-06-20","78","85","76"
"IN099999901","PORT BLAIR, IN","2006-06-21","78","84","73"
"IN099999901","PORT BLAIR, IN","2006-06-22","79","86",
"IN099999901","PORT BLAIR, IN","2006-06-23","81","87","74"
"IN099999901","PORT BLAIR, IN","2006-06-24","78","87","76"
"IN099999901","PORT BLAIR, IN","2006-06-25","80","88","75"
"IN099999901","PORT BLAIR, IN","2006-06-26","78","81","74"
"IN099999901","PORT BLAIR, IN","2006-06-27","77","83","73"
"IN099999901","PORT BLAIR, IN","2006-06-28","80","85","71"
"IN099999901","PORT BLAIR, IN","2006-06-29","82","86","74"
"IN099999901","PORT BLAIR, IN","2006-06-30","82","84","76"
"IN099999901","PORT BLAIR, IN","2006-07-01","83","86","74"
"IN099999901","PORT BLAIR, IN","2006-07-02","83","86","80"
"IN099999901","PORT BLAIR, IN","2006-07-03","83","87","81"
"IN099999901","PORT BLAIR, IN","2006-07-04","83","87",
"IN099999901","PORT BLAIR, IN","2006-07-05","83","88","76"
"IN099999901","PORT BLAIR, IN","2006-07-06","82",,"79"
"IN099999901","PORT BLAIR, IN","2006-07-07","83",,"79"
"IN099999901","PORT BLAIR, IN","2006-07-08","83","85","80"
"IN099999901","PORT BLAIR, IN","2006-07-09","83","87","79"
"IN099999901","PORT BLAIR, IN","2006-07-10","83","87",
"IN099999901","PORT BLAIR, IN","2006-07-11","81","87","76"
"IN099999901","PORT BLAIR, IN","2006-07-12","83","87","69"
"IN099999901","PORT BLAIR, IN","2006-07-13","81","88","78"
"IN099999901","PORT BLAIR, IN","2006-07-14","81","88","74"
"IN099999901","PORT BLAIR, IN","2006-07-15","83","85","78"
"IN099999901","PORT BLAIR, IN","2006-07-16","81","84","75"
"IN099999901","PORT BLAIR, IN","2006-07-17","81","84","76"
"IN099999901","PORT BLAIR, IN","2006-07-18","81","86","76"
"IN099999901","PORT BLAIR, IN","2006-07-19","81","87","75"
"IN099999901","PORT BLAIR, IN","2006-07-20","78","82","74"
"IN099999901","PORT BLAIR, IN","2006-07-21","81","86","76"
"IN099999901","PORT BLAIR, IN","2006-07-22","82","87","77"
"IN099999901","PORT BLAIR, IN","2006-07-23","79","87",
"IN099999901","PORT BLAIR, IN","2006-07-24","79","83","73"
"IN099999901","PORT BLAIR, IN","2006-07-25","80","83","76"
"IN099999901","PORT BLAIR, IN","2006-07-26","80","84","74"
"IN099999901","PORT BLAIR, IN","2006-07-27","82","87","77"
"IN099999901","PORT BLAIR, IN","2006-07-28","81","86","77"
"IN099999901","PORT BLAIR, IN","2006-07-29","80","86",
"IN099999901","PORT BLAIR, IN","2006-07-30","80","83","74"
"IN099999901","PORT BLAIR, IN","2006-07-31","81","84",
"IN099999901","PORT BLAIR, IN","2006-08-01","81","86","75"
"IN099999901","PORT BLAIR, IN","2006-08-02","82","85","75"
"IN099999901","PORT BLAIR, IN","2006-08-03","81",,"78"
"IN099999901","PORT BLAIR, IN","2006-08-04","82","86","77"
"IN099999901","PORT BLAIR, IN","2006-08-05","81","86",
"IN099999901","PORT BLAIR, IN","2006-08-06","82","87","76"
"IN099999901","PORT BLAIR, IN","2006-08-07","82","86","78"
"IN099999901","PORT BLAIR, IN","2006-08-08","81","83","77"
"IN099999901","PORT BLAIR, IN","2006-08-09","80","84",
"IN099999901","PORT BLAIR, IN","2006-08-10","80","83","71"
"IN099999901","PORT BLAIR, IN","2006-08-11","79","83","71"
"IN099999901","PORT BLAIR, IN","2006-08-12","81","85","75"
"IN099999901","PORT BLAIR, IN","2006-08-13","81","85","78"
"IN099999901","PORT BLAIR, IN","2006-08-14","81","84","75"
"IN099999901","PORT BLAIR, IN","2006-08-15","81","86","76"
"IN099999901","PORT BLAIR, IN","2006-08-16","82","85","77"
"IN099999901","PORT BLAIR, IN","2006-08-17","82","86","76"
"IN099999901","PORT BLAIR, IN","2006-08-18","82","87","78"
"IN099999901","PORT BLAIR, IN","2006-08-19","78",,
"IN099999901","PORT BLAIR, IN","2006-08-20","78","82","72"
"IN099999901","PORT BLAIR, IN","2006-08-21","80","86","74"
"IN099999901","PORT BLAIR, IN","2006-08-22","78","85",
"IN099999901","PORT BLAIR, IN","2006-08-23","80","84","72"
"IN099999901","PORT BLAIR, IN","2006-08-24","81","87","77"
"IN099999901","PORT BLAIR, IN","2006-08-25","82","87","78"
"IN099999901","PORT BLAIR, IN","2006-08-26","82","84","79"
"IN099999901","PORT BLAIR, IN","2006-08-27","82","86","77"
"IN099999901","PORT BLAIR, IN","2006-08-28","80","85",
"IN099999901","PORT BLAIR, IN","2006-08-29","81","86","74"
"IN099999901","PORT BLAIR, IN","2006-08-30","82",,"76"
"IN099999901","PORT BLAIR, IN","2006-08-31","81","87","77"
"IN099999901","PORT BLAIR, IN","2006-09-01","75","80","71"
"IN099999901","PORT BLAIR, IN","2006-09-02","76","81","72"
"IN099999901","PORT BLAIR, IN","2006-09-03","78","85","73"
"IN099999901","PORT BLAIR, IN","2006-09-04","78","84","73"
"IN099999901","PORT BLAIR, IN","2006-09-05","77","83",
"IN099999901","PORT BLAIR, IN","2006-09-06","78","85","73"
"IN099999901","PORT BLAIR, IN","2006-09-07","79","86","75"
"IN099999901","PORT BLAIR, IN","2006-09-08","78","87","74"
"IN099999901","PORT BLAIR, IN","2006-09-09","78","85","74"
"IN099999901","PORT BLAIR, IN","2006-09-10","80","86","75"
"IN099999901","PORT BLAIR, IN","2006-09-11","80","87","76"
"IN099999901","PORT BLAIR, IN","2006-09-12","79","86","75"
"IN099999901","PORT BLAIR, IN","2006-09-13","77","84","74"
"IN099999901","PORT BLAIR, IN","2006-09-14","76","78","74"
"IN099999901","PORT BLAIR, IN","2006-09-15","77","80","73"
"IN099999901","PORT BLAIR, IN","2006-09-16","79","85","72"
"IN099999901","PORT BLAIR, IN","2006-09-17","81","85","73"
"IN099999901","PORT BLAIR, IN","2006-09-18","80","84",
"IN099999901","PORT BLAIR, IN","2006-09-19","79","84","74"
"IN099999901","PORT BLAIR, IN","2006-09-20","80","86","72"
"IN099999901","PORT BLAIR, IN","2006-09-21","79","86","75"
"IN099999901","PORT BLAIR, IN","2006-09-22","80","85","76"
"IN099999901","PORT BLAIR, IN","2006-09-23","80",,"77"
"IN099999901","PORT BLAIR, IN","2006-09-24","77","85",
"IN099999901","PORT BLAIR, IN","2006-09-25","76","78","72"
"IN099999901","PORT BLAIR, IN","2006-09-26","77","84","72"
"IN099999901","PORT BLAIR, IN","2006-09-27","76","82","73"
"IN099999901","PORT BLAIR, IN","2006-09-28","78","83","72"
"IN099999901","PORT BLAIR, IN","2006-09-29","80","85","75"
"IN099999901","PORT BLAIR, IN","2006-09-30","76","82",
"IN099999901","PORT BLAIR, IN","2006-10-01","77","83","72"
"IN099999901","PORT BLAIR, IN","2006-10-02","78","83","72"
"IN099999901","PORT BLAIR, IN","2006-10-03","78","83","75"
"IN099999901","PORT BLAIR, IN","2006-10-04","78","84","73"
"IN099999901","PORT BLAIR, IN","2006-10-05","76","81","72"
"IN099999901","PORT BLAIR, IN","2006-10-06","75","78","72"
"IN099999901","PORT BLAIR, IN","2006-10-07","78","84","72"
"IN099999901","PORT BLAIR, IN","2006-10-08","80","86","73"
"IN099999901","PORT BLAIR, IN","2006-10-09","79","86","76"
"IN099999901","PORT BLAIR, IN","2006-10-10","78","86","75"
"IN099999901","PORT BLAIR, IN","2006-10-11","79","85","73"
"IN099999901","PORT BLAIR, IN","2006-10-12","78","87","74"
"IN099999901","PORT BLAIR, IN","2006-10-13","80","86","73"
"IN099999901","PORT BLAIR, IN","2006-10-14","79","87","74"
"IN099999901","PORT BLAIR, IN","2006-10-15","80","87","74"
"IN099999901","PORT BLAIR, IN","2006-10-16","81","87","78"
"IN099999901","PORT BLAIR, IN","2006-10-17","82","87","76"
"IN099999901","PORT BLAIR, IN","2006-10-18","82","87","75"
"IN099999901","PORT BLAIR, IN","2006-10-19","82","88","76"
"IN099999901","PORT BLAIR, IN","2006-10-20","83","87","77"
"IN099999901","PORT BLAIR, IN","2006-10-21","83","88",
"IN099999901","PORT BLAIR, IN","2006-10-22","82","88","77"
"IN099999901","PORT BLAIR, IN","2006-10-23","82","88","77"
"IN099999901","PORT BLAIR, IN","2006-10-24","83","88","79"
"IN099999901","PORT BLAIR, IN","2006-10-25","79","82","73"
"IN099999901","PORT BLAIR, IN","2006-10-26","79","88","73"
"IN099999901","PORT BLAIR, IN","2006-10-27","81","86","73"
"IN099999901","PORT BLAIR, IN","2006-10-28","81","87","75"
"IN099999901","PORT BLAIR, IN","2006-10-29","84","89","76"
"IN099999901","PORT BLAIR, IN","2006-10-30","82","88","77"
"IN099999901","PORT BLAIR, IN","2006-10-31","82","88","78"
"IN099999901","PORT BLAIR, IN","2006-11-01","82","88","77"
"IN099999901","PORT BLAIR, IN","2006-11-02","83","87","78"
"IN099999901","PORT BLAIR, IN","2006-11-03","83","88","79"
"IN099999901","PORT BLAIR, IN","2006-11-04","82","88","79"
"IN099999901","PORT BLAIR, IN","2006-11-05","81","88",
"IN099999901","PORT BLAIR, IN","2006-11-06","81","87","75"
"IN099999901","PORT BLAIR, IN","2006-11-07","81","86","77"
"IN099999901","PORT BLAIR, IN","2006-11-08","82","87","77"
"IN099999901","PORT BLAIR, IN","2006-11-09","82","88",
"IN099999901","PORT BLAIR, IN","2006-11-10","82","87","76"
"IN099999901","PORT BLAIR, IN","2006-11-11","82","88","77"
"IN099999901","PORT BLAIR, IN","2006-11-12","81","86","74"
"IN099999901","PORT BLAIR, IN","2006-11-13","81","87",
"IN099999901","PORT BLAIR, IN","2006-11-14","82","88","78"
"IN099999901","PORT BLAIR, IN","2006-11-15","82","87",
"IN099999901","PORT BLAIR, IN","2006-11-16","78","86","74"
"IN099999901","PORT BLAIR, IN","2006-11-17","81",,"72"
"IN099999901","PORT BLAIR, IN","2006-11-18","83","89","78"
"IN099999901","PORT BLAIR, IN","2006-11-19","83","89","79"
"IN099999901","PORT BLAIR, IN","2006-11-20","83","89",
"IN099999901","PORT BLAIR, IN","2006-11-21","81","88",
"IN099999901","PORT BLAIR, IN","2006-11-22","82","87","76"
"IN099999901","PORT BLAIR, IN","2006-11-23","82","88","76"
"IN099999901","PORT BLAIR, IN","2006-11-24","82","89",
"IN099999901","PORT BLAIR, IN","2006-11-25","82","88",
"IN099999901","PORT BLAIR, IN","2006-11-26","81","87","76"
"IN099999901","PORT BLAIR, IN","2006-11-27","81","88",
"IN099999901","PORT BLAIR, IN","2006-11-28","81","87","72"
"IN099999901","PORT BLAIR, IN","2006-11-29","80","86","73"
"IN099999901","PORT BLAIR, IN","2006-11-30","81","87","73"
"IN099999901","PORT BLAIR, IN","2006-12-01","79","87",
"IN099999901","PORT BLAIR, IN","2006-12-02","80","87","72"
"IN099999901","PORT BLAIR, IN","2006-12-03","80","87","74"
"IN099999901","PORT BLAIR, IN","2006-12-04","81","87","75"
"IN099999901","PORT BLAIR, IN","2006-12-05","81","89",
"IN099999901","PORT BLAIR, IN","2006-12-06","81",,"73"
"IN099999901","PORT BLAIR, IN","2006-12-07","78","85",
"IN099999901","PORT BLAIR, IN","2006-12-08","79","84","74"
"IN099999901","PORT BLAIR, IN","2006-12-09","82","88","78"
"IN099999901","PORT BLAIR, IN","2006-12-10","82","87","78"
"IN099999901","PORT BLAIR, IN","2006-12-11","82","87","77"
"IN099999901","PORT BLAIR, IN","2006-12-12","81","88","78"
"IN099999901","PORT BLAIR, IN","2006-12-13","82","88","78"
"IN099999901","PORT BLAIR, IN","2006-12-14","80","86","76"
"IN099999901","PORT BLAIR, IN","2006-12-15","80","87",
"IN099999901","PORT BLAIR, IN","2006-12-16","80","87","73"
"IN099999901","PORT BLAIR, IN","2006-12-17","82","88","78"
"IN099999901","PORT BLAIR, IN","2006-12-18","82","87","74"
"IN099999901","PORT BLAIR, IN","2006-12-19","81","86","78"
"IN099999901","PORT BLAIR, IN","2006-12-20","81","86","77"
"IN099999901","PORT BLAIR, IN","2006-12-21","81","87","77"
"IN099999901","PORT BLAIR, IN","2006-12-22","80","86","76"
"IN099999901","PORT BLAIR, IN","2006-12-23","80","86",
"IN099999901","PORT BLAIR, IN","2006-12-24","79","85",
"IN099999901","PORT BLAIR, IN","2006-12-25","75","84",
"IN099999901","PORT BLAIR, IN","2006-12-26","77","86","67"
"IN099999901","PORT BLAIR, IN","2006-12-27","76","84","69"
"IN099999901","PORT BLAIR, IN","2006-12-28","76","83","68"
"IN099999901","PORT BLAIR, IN","2006-12-29","77",,"68"
"IN099999901","PORT BLAIR, IN","2006-12-30","78","85","69"
"IN099999901","PORT BLAIR, IN","2006-12-31","76","85",
"IN099999901","PORT BLAIR, IN","2007-01-01","75","84","65"
"IN099999901","PORT BLAIR, IN","2007-01-02","74","85","67"
"IN099999901","PORT BLAIR, IN","2007-01-03","76","83","68"
"IN099999901","PORT BLAIR, IN","2007-01-04","76","84","67"
"IN099999901","PORT BLAIR, IN","2007-01-05","76","84","67"
"IN099999901","PORT BLAIR, IN","2007-01-06","79","84","71"
"IN099999901","PORT BLAIR, IN","2007-01-07","80","86","76"
"IN099999901","PORT BLAIR, IN","2007-01-08","81","87","77"
"IN099999901","PORT BLAIR, IN","2007-01-09","80","88","78"
"IN099999901","PORT BLAIR, IN","2007-01-10","80","88","76"
"IN099999901","PORT BLAIR, IN","2007-01-11","79","87","74"
"IN099999901","PORT BLAIR, IN","2007-01-12","79","86",
"IN099999901","PORT BLAIR, IN","2007-01-13","80","86","72"
"IN099999901","PORT BLAIR, IN","2007-01-14","80","87","74"
"IN099999901","PORT BLAIR, IN","2007-01-15","80","86","74"
"IN099999901","PORT BLAIR, IN","2007-01-16","80","87","75"
"IN099999901","PORT BLAIR, IN","2007-01-17","78","86",
"IN099999901","PORT BLAIR, IN","2007-01-18","79","85","72"
"IN099999901","PORT BLAIR, IN","2007-01-19","79","87","73"
"IN099999901","PORT BLAIR, IN","2007-01-20","78","87","71"
"IN099999901","PORT BLAIR, IN","2007-01-21","78","88","70"
"IN099999901","PORT BLAIR, IN","2007-01-22","78","85","69"
"IN099999901","PORT BLAIR, IN","2007-01-23","79","85","71"
"IN099999901","PORT BLAIR, IN","2007-01-24","80","87","75"
"IN099999901","PORT BLAIR, IN","2007-01-25","80","87","76"
"IN099999901","PORT BLAIR, IN","2007-01-26","80","87","76"
"IN099999901","PORT BLAIR, IN","2007-01-27","80","87","76"
"IN099999901","PORT BLAIR, IN","2007-01-28","81","87","76"
"IN099999901","PORT BLAIR, IN","2007-01-29","80","87","76"
"IN099999901","PORT BLAIR, IN","2007-01-30","80","86","74"
"IN099999901","PORT BLAIR, IN","2007-01-31","80","87","76"
"IN099999901","PORT BLAIR, IN","2007-02-01","80","86","76"
"IN099999901","PORT BLAIR, IN","2007-02-02","80","85","76"
"IN099999901","PORT BLAIR, IN","2007-02-03","80","87",
"IN099999901","PORT BLAIR, IN","2007-02-04","79","86","74"
"IN099999901","PORT BLAIR, IN","2007-02-05","80","87","74"
"IN099999901","PORT BLAIR, IN","2007-02-06","80","86","75"
"IN099999901","PORT BLAIR, IN","2007-02-07","80","86","75"
"IN099999901","PORT BLAIR, IN","2007-02-08","80","87","75"
"IN099999901","PORT BLAIR, IN","2007-02-09","80","88","76"
"IN099999901","PORT BLAIR, IN","2007-02-10","82","89","76"
"IN099999901","PORT BLAIR, IN","2007-02-11","81","87","75"
"IN099999901","PORT BLAIR, IN","2007-02-12","79","89","74"
"IN099999901","PORT BLAIR, IN","2007-02-13","80","87","74"
"IN099999901","PORT BLAIR, IN","2007-02-14","81","89","74"
"IN099999901","PORT BLAIR, IN","2007-02-15","80","88","73"
"IN099999901","PORT BLAIR, IN","2007-02-16","79","88",
"IN099999901","PORT BLAIR, IN","2007-02-17","77","86",
"IN099999901","PORT BLAIR, IN","2007-02-18","77","86","68"
"IN099999901","PORT BLAIR, IN","2007-02-19","78","87","69"
"IN099999901","PORT BLAIR, IN","2007-02-20","77","86","68"
"IN099999901","PORT BLAIR, IN","2007-02-21","77","86","69"
"IN099999901","PORT BLAIR, IN","2007-02-22","78","86","71"
"IN099999901","PORT BLAIR, IN","2007-02-23","79","87","71"
"IN099999901","PORT BLAIR, IN","2007-02-24","81","89","73"
"IN099999901","PORT BLAIR, IN","2007-02-25","81","88","74"
"IN099999901","PORT BLAIR, IN","2007-02-26","81","90","74"
"IN099999901","PORT BLAIR, IN","2007-02-27","81","90",
"IN099999901","PORT BLAIR, IN","2007-02-28","80",,"71"
"IN099999901","PORT BLAIR, IN","2007-03-01","79","89","69"
"IN099999901","PORT BLAIR, IN","2007-03-02","78","86","70"
"IN099999901","PORT BLAIR, IN","2007-03-03","78","87",
"IN099999901","PORT BLAIR, IN","2007-03-04","78","87","68"
"IN099999901","PORT BLAIR, IN","2007-03-05","78","88","71"
"IN099999901","PORT BLAIR, IN","2007-03-06","78","87",
"IN099999901","PORT BLAIR, IN","2007-03-07","78","87","70"
"IN099999901","PORT BLAIR, IN","2007-03-08","78",,"68"
"IN099999901","PORT BLAIR, IN","2007-03-09","78","85","70"
"IN099999901","PORT BLAIR, IN","2007-03-10","79","87","69"
"IN099999901","PORT BLAIR, IN","2007-03-11","80","88",
"IN099999901","PORT BLAIR, IN","2007-03-12","81","89","74"
"IN099999901","PORT BLAIR, IN","2007-03-13","82","89","73"
"IN099999901","PORT BLAIR, IN","2007-03-14","80","92",
"IN099999901","PORT BLAIR, IN","2007-03-15","82","91","71"
"IN099999901","PORT BLAIR, IN","2007-03-16","81","91","72"
"IN099999901","PORT BLAIR, IN","2007-03-17","81","90",
"IN099999901","PORT BLAIR, IN","2007-03-18","82","89","68"
"IN099999901","PORT BLAIR, IN","2007-03-19","79","87","71"
"IN099999901","PORT BLAIR, IN","2007-03-20","78","86","71"
"IN099999901","PORT BLAIR, IN","2007-03-21","81","90","72"
"IN099999901","PORT BLAIR, IN","2007-03-22","82","88","74"
"IN099999901","PORT BLAIR, IN","2007-03-23","80","88",
"IN099999901","PORT BLAIR, IN","2007-03-24","81","90","72"
"IN099999901","PORT BLAIR, IN","2007-03-25","80","89","73"
"IN099999901","PORT BLAIR, IN","2007-03-26","81","89","72"
"IN099999901","PORT BLAIR, IN","2007-03-27","81","88","73"
"IN099999901","PORT BLAIR, IN","2007-03-28","81","89","73"
"IN099999901","PORT BLAIR, IN","2007-03-29","81","88","74"
"IN099999901","PORT BLAIR, IN","2007-03-30","83","89","75"
"IN099999901","PORT BLAIR, IN","2007-03-31","83","91","75"
"IN099999901","PORT BLAIR, IN","2007-04-01","83","90","76"
"IN099999901","PORT BLAIR, IN","2007-04-02","83","91","76"
"IN099999901","PORT BLAIR, IN","2007-04-03","83","89","77"
"IN099999901","PORT BLAIR, IN","2007-04-04","84","89","78"
"IN099999901","PORT BLAIR, IN","2007-04-05","84","91",
"IN099999901","PORT BLAIR, IN","2007-04-06","83","90","78"
"IN099999901","PORT BLAIR, IN","2007-04-07","84","91","78"
"IN099999901","PORT BLAIR, IN","2007-04-08","84","90","79"
"IN099999901","PORT BLAIR, IN","2007-04-09","84","91","78"
"IN099999901","PORT BLAIR, IN","2007-04-10","84","90","78"
"IN099999901","PORT BLAIR, IN","2007-04-11","84","90","77"
"IN099999901","PORT BLAIR, IN","2007-04-12","85","90","77"
"IN099999901","PORT BLAIR, IN","2007-04-13","85","91","79"
"IN099999901","PORT BLAIR, IN","2007-04-14","83","90",
"IN099999901","PORT BLAIR, IN","2007-04-15","82","89","74"
"IN099999901","PORT BLAIR, IN","2007-04-16","81","89","75"
"IN099999901","PORT BLAIR, IN","2007-04-17","81","89","77"
"IN099999901","PORT BLAIR, IN","2007-04-18","83","91","76"
"IN099999901","PORT BLAIR, IN","2007-04-19","84","90","77"
"IN099999901","PORT BLAIR, IN","2007-04-20","84","90","78"
"IN099999901","PORT BLAIR, IN","2007-04-21","84","91","78"
"IN099999901","PORT BLAIR, IN","2007-04-22","84","92","78"
"IN099999901","PORT BLAIR, IN","2007-04-23","85","92","78"
"IN099999901","PORT BLAIR, IN","2007-04-24","84","93","78"
"IN099999901","PORT BLAIR, IN","2007-04-25","86","92","78"
"IN099999901","PORT BLAIR, IN","2007-04-26","85","92",
"IN099999901","PORT BLAIR, IN","2007-04-27","82","88","74"
"IN099999901","PORT BLAIR, IN","2007-04-28","83","91","79"
"IN099999901","PORT BLAIR, IN","2007-04-29","83","92","78"
"IN099999901","PORT BLAIR, IN","2007-04-30","83","93","77"
"IN099999901","PORT BLAIR, IN","2007-05-01","83","92","77"
"IN099999901","PORT BLAIR, IN","2007-05-02","80","84","76"
"IN099999901","PORT BLAIR, IN","2007-05-03","79","81","74"
"IN099999901","PORT BLAIR, IN","2007-05-04","78","86",
"IN099999901","PORT BLAIR, IN","2007-05-05","80","83","75"
"IN099999901","PORT BLAIR, IN","2007-05-06","81","88",
"IN099999901","PORT BLAIR, IN","2007-05-07","78","83",
"IN099999901","PORT BLAIR, IN","2007-05-08","79","83","74"
"IN099999901","PORT BLAIR, IN","2007-05-09","81","88","77"
"IN099999901","PORT BLAIR, IN","2007-05-10","81","87","76"
"IN099999901","PORT BLAIR, IN","2007-05-11","79","87","76"
"IN099999901","PORT BLAIR, IN","2007-05-12","79","83","75"
"IN099999901","PORT BLAIR, IN","2007-05-13","80","86","74"
"IN099999901","PORT BLAIR, IN","2007-05-14","84","87","80"
"IN099999901","PORT BLAIR, IN","2007-05-15","84","89",
"IN099999901","PORT BLAIR, IN","2007-05-16","83","89","80"
"IN099999901","PORT BLAIR, IN","2007-05-17","82","88",
"IN099999901","PORT BLAIR, IN","2007-05-18","79","83","74"
"IN099999901","PORT BLAIR, IN","2007-05-19","83","88","74"
"IN099999901","PORT BLAIR, IN","2007-05-21","81","87",
"IN099999901","PORT BLAIR, IN","2007-05-22","82","87","74"
"IN099999901","PORT BLAIR, IN","2007-05-23","82","89","75"
"IN099999901","PORT BLAIR, IN","2007-05-24","83","89","76"
"IN099999901","PORT BLAIR, IN","2007-05-25","83","90","78"
"IN099999901","PORT BLAIR, IN","2007-05-26","83","89","78"
"IN099999901","PORT BLAIR, IN","2007-05-27","83","89",
"IN099999901","PORT BLAIR, IN","2007-05-28","82","88","75"
"IN099999901","PORT BLAIR, IN","2007-05-29","83","89","75"
"IN099999901","PORT BLAIR, IN","2007-05-30","83","89","78"
"IN099999901","PORT BLAIR, IN","2007-05-31","83","90","76"
"IN099999901","PORT BLAIR, IN","2007-06-01","83","88","78"
"IN099999901","PORT BLAIR, IN","2007-06-02","81","90","77"
"IN099999901","PORT BLAIR, IN","2007-06-03","81","89","77"
"IN099999901","PORT BLAIR, IN","2007-06-04","79","87","75"
"IN099999901","PORT BLAIR, IN","2007-06-05","80","85","76"
"IN099999901","PORT BLAIR, IN","2007-06-06","80","86","74"
"IN099999901","PORT BLAIR, IN","2007-06-07","81","87","72"
"IN099999901","PORT BLAIR, IN","2007-06-08","81","88","77"
"IN099999901","PORT BLAIR, IN","2007-06-09","83","88","78"
"IN099999901","PORT BLAIR, IN","2007-06-10","83","89","78"
"IN099999901","PORT BLAIR, IN","2007-06-11","83",,"78"
"IN099999901","PORT BLAIR, IN","2007-06-12","80","85",
"IN099999901","PORT BLAIR, IN","2007-06-13","82","86","77"
"IN099999901","PORT BLAIR, IN","2007-06-14","81","88","77"
"IN099999901","PORT BLAIR, IN","2007-06-15","83","88","76"
"IN099999901","PORT BLAIR, IN","2007-06-16","81","87","78"
"IN099999901","PORT BLAIR, IN","2007-06-17","80","87",
